date,crop_type,region,yield,demand
2022-01-03,soybeans,west,2.931210482409418,2519.9312832331498
2022-01-03,soybeans,central,2.6464086338006827,2921.505893077968
2022-01-03,potatoes,north,20.936731928266763,20642.022853692994
2022-01-03,potatoes,south,23.314308976120223,26650.872148151375
2022-01-03,potatoes,east,20.1340868593864,20598.10844757925
2022-01-03,potatoes,west,23.368072534455468,14373.755927661212
2022-01-03,potatoes,central,14.912896312520383,19370.063445926284
2022-01-04,wheat,north,3.2912451406077143,2803.7229541158927
2022-01-04,wheat,south,3.067754919525292,1635.1913863480506
2022-01-04,wheat,east,2.9503449050610047,2571.418689880459
2022-01-04,wheat,west,3.0691884908886973,4451.022893989704
2022-01-04,wheat,central,2.4368058078154404,3058.3533915493767
2022-01-04,rice,north,3.965964069588174,3551.141518234135
2022-01-04,rice,south,4.199852586971485,3759.8033250710423
2022-01-04,rice,east,4.654334175085256,4205.235071849348
2022-01-04,rice,west,3.8448811942318697,6240.33597437748
2022-01-04,rice,central,3.7271943945299246,4154.258697518834
2022-01-04,corn,north,5.295918864262043,5979.158565795295
2022-01-04,corn,south,6.0860818418104605,7967.198668260748
2022-01-04,corn,east,5.758983855952819,6171.538729495891
2022-01-04,corn,west,5.28030519077001,4869.958714608431
2022-01-04,corn,central,5.861864302644546,5516.571451290282
2022-01-04,soybeans,north,2.866085106401808,2804.5205154399296
2022-01-04,soybeans,south,3.113482083417788,3078.7148534743487
2022-01-04,soybeans,east,2.6392495271538814,3215.3683058500096
2022-01-04,soybeans,west,2.7455214967139216,2788.3070605588578
2022-01-04,soybeans,central,2.7272283085520446,3326.6513361206694
2022-01-04,potatoes,north,17.30790245890786,16888.79205030707
2022-01-04,potatoes,south,20.8755997788134,21368.066807284256
2022-01-04,potatoes,east,20.804504746071267,8333.03205858594
2022-01-04,potatoes,west,20.28557734778474,25862.048124112614
2022-01-04,potatoes,central,19.799579374829865,21857.677199131704
2022-01-05,wheat,north,2.61966733296859,3404.003677800107
2022-01-05,wheat,south,2.923215640982178,383.3019344378144
2022-01-05,wheat,east,2.94699684121818,4793.326938698805
2022-01-05,wheat,west,2.8067576422371667,2689.2193655566934
2022-01-05,wheat,central,3.00236127211811,4000.5108235379544
2022-01-05,rice,north,4.233170913762633,2912.541056635485
2022-01-05,rice,south,4.836217846784487,5725.270275496714
2022-01-05,rice,east,4.139803567846222,2831.52351579091
2022-01-05,rice,west,4.173563216679322,3392.5614596594314
2022-01-05,rice,central,4.038481494430237,6357.415555135318
2022-01-05,corn,north,4.5210929642486155,4262.465106099455
2022-01-05,corn,south,5.579727928517781,5943.692811035411
2022-01-05,corn,east,5.62825743864506,7097.346991857263
2022-01-05,corn,west,6.972637172846653,8009.5001602420325
2022-01-05,corn,central,5.4869437581031155,5734.545779906592
2022-01-05,soybeans,north,2.934025200715619,3255.2666342699213
2022-01-05,soybeans,south,2.838253888318896,4884.7049773335275
2022-01-05,soybeans,east,2.515284387111102,2471.806088936292
2022-01-05,soybeans,west,3.1736322572187476,3365.096583683916
2022-01-05,soybeans,central,3.062301363667128,4027.52748055822
2022-01-05,potatoes,north,21.953123449884856,29234.047634867584
2022-01-05,potatoes,south,18.49381416154999,25079.629524098462
2022-01-05,potatoes,east,23.19768418906585,27642.802780859332
2022-01-05,potatoes,west,17.4919531315761,11493.936622783245
2022-01-05,potatoes,central,21.5377530033328,32091.886470499725
2022-01-06,wheat,north,3.7325480878037123,2448.911296401363
2022-01-06,wheat,south,2.7585725623389954,3009.0251295787234
2022-01-06,wheat,east,2.888468524156669,2234.85790876294
2022-01-06,wheat,west,3.0923728814883624,3032.8709763880606
2022-01-06,wheat,central,2.907703770559831,3194.4868805771616
2022-01-06,rice,north,3.4494259029784886,3781.975273903452
2022-01-06,rice,south,4.110472064607123,4630.760106735754
2022-01-06,rice,east,3.648797847180316,5415.229708533859
2022-01-06,rice,west,4.27582458489176,4857.5945198433155
2022-01-06,rice,central,3.707128128326522,3435.5921492054645
2022-01-06,corn,north,6.483453885441669,8358.638294584753
2022-01-06,corn,south,5.173739534570421,7019.942682696688
2022-01-06,corn,east,5.432625473488693,3431.8854270985867
2022-01-06,corn,west,6.070072587406985,7157.951123720178
2022-01-06,corn,central,4.922477031114804,5957.929046775556
2022-01-06,soybeans,north,2.922739016559822,2661.8288782074787
2022-01-06,soybeans,south,3.2312839654289114,4564.873775524453
2022-01-06,soybeans,east,2.398360526887733,2290.3943078543994
2022-01-06,soybeans,west,2.9105004505559817,3020.1475478784255
2022-01-06,soybeans,central,2.9320046169646883,2779.7704006046465
2022-01-06,potatoes,north,22.00829543941775,22111.155923969054
2022-01-06,potatoes,south,17.88749268085344,12004.608902941472
2022-01-06,potatoes,east,17.717037036335316,10063.006589996176
2022-01-06,potatoes,west,21.477815145576926,31751.760644566646
2022-01-06,potatoes,central,21.0186239858266,15678.035352577108
2022-01-07,wheat,north,3.149079357391455,2212.4874025668537
2022-01-07,wheat,south,3.1785580415040555,1125.1554028769297
2022-01-07,wheat,east,2.8632127439302137,2314.3677182696624
2022-01-07,wheat,west,3.143476061859295,1895.7457338792456
2022-01-07,wheat,central,3.162160349070959,4719.854918657947
2022-01-07,rice,north,3.8035562057223724,4955.825022766477
2022-01-07,rice,south,4.860418728874006,3857.00908107913
2022-01-07,rice,east,4.290256286606738,7189.314348823697
2022-01-07,rice,west,3.608188695895983,4670.907235551148
2022-01-07,rice,central,4.365101721426253,3939.725112028225
2022-01-07,corn,north,5.083265827186762,1271.7227295791217
2022-01-07,corn,south,6.075532910600124,10251.142009421113
2022-01-07,corn,east,6.284776393875326,3664.83072286684
2022-01-07,corn,west,5.170001786428869,2617.9874480823833
2022-01-07,corn,central,6.174824332183573,8069.082167666952
2022-01-07,soybeans,north,2.9856738616249885,5170.965358158139
2022-01-07,soybeans,south,3.1030271716409596,4391.658022281606
2022-01-07,soybeans,east,3.4111870877440666,3988.2669404391845
2022-01-07,soybeans,west,2.796955965625524,3296.006476826245
2022-01-07,soybeans,central,2.6511964906850483,3329.9681910453596
2022-01-07,potatoes,north,18.659032604148344,22907.294594463812
2022-01-07,potatoes,south,18.809984825920743,20396.746751333645
2022-01-07,potatoes,east,20.322921462470372,20958.222718045377
2022-01-07,potatoes,west,21.179539813993205,20781.831720664115
2022-01-07,potatoes,central,21.04751796226909,16286.79299414323
2022-01-08,wheat,north,3.337335520023186,3056.323448939369
2022-01-08,wheat,south,3.08637492385646,1518.8450863050925
2022-01-08,wheat,east,3.530399848815371,3426.246387744747
2022-01-08,wheat,west,3.0007903073906745,2110.823923697348
2022-01-08,wheat,central,3.9208233022326318,2622.729688922253
2022-01-08,rice,north,4.366961224416818,4602.638459192804
2022-01-08,rice,south,3.7575464321759044,5326.70039956636
2022-01-08,rice,east,3.669705153890236,4680.690508475139
2022-01-08,rice,west,4.3081106414473345,2278.343532586793
2022-01-08,rice,central,4.017983767817668,2825.0908311430894
2022-01-08,corn,north,6.054488803298137,7763.255390540179
2022-01-08,corn,south,5.918433545642159,4173.997641215862
2022-01-08,corn,east,5.609850982355884,5231.803433201733
2022-01-08,corn,west,5.172482956183506,6026.023488348743
2022-01-08,corn,central,4.794965475383519,3402.012006578457
2022-01-08,soybeans,north,2.7484192924410635,2835.304114653753
2022-01-08,soybeans,south,3.1232514357897445,1873.3023230747226
2022-01-08,soybeans,east,2.9384682302133194,2408.338315284657
2022-01-08,soybeans,west,2.518492498908806,2760.103019636165
2022-01-08,soybeans,central,2.926698119253599,1528.0345900806276
2022-01-08,potatoes,north,21.340908206615968,24160.947491659797
2022-01-08,potatoes,south,18.732866270624847,18622.504592281963
2022-01-08,potatoes,east,20.86500657785899,24323.31853779343
2022-01-08,potatoes,west,20.66872885390288,22057.135010964565
2022-01-08,potatoes,central,18.200412269172567,25648.787734743655
2022-01-09,wheat,north,3.2032340852404886,3323.5711037972073
2022-01-09,wheat,south,3.266012690243678,2845.279506270869
2022-01-09,wheat,east,3.427528126954353,3553.2815664041846
2022-01-09,wheat,west,3.4184825651208253,3975.6590170984446
2022-01-09,wheat,central,2.666529289885355,2705.615332474159
2022-01-09,rice,north,3.7367398664934766,3782.2440437244586
2022-01-09,rice,south,4.335819122189567,3422.7064271063696
2022-01-09,rice,east,4.335303973229039,3473.140878714299
2022-01-09,rice,west,4.335824243138624,2511.3892608316787
2022-01-09,rice,central,5.712100489006039,8710.227940099552
2022-01-09,corn,north,5.993419762169635,3756.921413240519
2022-01-09,corn,south,6.313575862249584,5001.1630027601295
2022-01-09,corn,east,6.210633870225961,4872.104521377819
2022-01-09,corn,west,6.039061586684701,7660.412615022576
2022-01-09,corn,central,5.49099024739198,5005.120505300102
2022-01-09,soybeans,north,3.1054827974488615,4267.935260151302
2022-01-09,soybeans,south,2.663343669645122,2125.2225724515474
2022-01-09,soybeans,east,2.8180573104894195,3053.9237720210162
2022-01-09,soybeans,west,2.7463169770869476,2058.0786388488996
2022-01-09,soybeans,central,2.910045197106097,4782.789472012081
2022-01-09,potatoes,north,25.389421309469686,16343.69032730956
2022-01-09,potatoes,south,16.767450701579108,18325.92174709708
2022-01-09,potatoes,east,22.032114063664363,26221.147423147188
2022-01-09,potatoes,west,17.292261026617883,19438.917628330943
2022-01-09,potatoes,central,19.644242251220714,18552.291554074138
2022-01-10,wheat,north,3.4406528518958672,3306.6524636639883
2022-01-10,wheat,south,3.12272053583226,3163.7638308085216
2022-01-10,wheat,east,2.7683758356318946,2646.288798902546
2022-01-10,wheat,west,2.880833176446668,3713.8656577707343
2022-01-10,wheat,central,3.31363983730091,5511.102961103836
2022-01-10,rice,north,3.834879318918163,3193.5052038801696
2022-01-10,rice,south,4.22658418096954,2489.7078996093783
2022-01-10,rice,east,4.1558877428061685,4045.820658010328
2022-01-10,rice,west,3.867465202519564,6860.546031317425
2022-01-10,rice,central,5.0239915849961,3812.695305029509
2022-01-10,corn,north,6.049022378948354,9023.538650300803
2022-01-10,corn,south,4.536435801418659,6819.670412532338
2022-01-10,corn,east,5.7944855497633485,4832.157829634585
2022-01-10,corn,west,5.311970359701051,6218.696735242136
2022-01-10,corn,central,6.173322551211007,9189.107829973584
2022-01-10,soybeans,north,2.666416165310022,2363.14246412407
2022-01-10,soybeans,south,2.862697357445476,2687.860669777627
2022-01-10,soybeans,east,3.0421646469482955,2511.293913282554
2022-01-10,soybeans,west,3.146640299150109,2188.7179723605127
2022-01-10,soybeans,central,2.5483274242172085,2051.9558920111695
2022-01-10,potatoes,north,19.9932509976761,12652.08750981397
2022-01-10,potatoes,south,19.702740004138796,19904.20131820405
2022-01-10,potatoes,east,19.3337497842052,14867.80884725806
2022-01-10,potatoes,west,24.337045140378613,26043.94262690941
2022-01-10,potatoes,central,21.522884234890423,11476.675672447212
2022-01-11,wheat,north,2.7204309173123153,2990.471961405422
2022-01-11,wheat,south,3.3986605780854457,4248.525184839271
2022-01-11,wheat,east,3.7735496737339647,1516.511528672777
2022-01-11,wheat,west,3.43433585641255,3819.7266234588114
2022-01-11,wheat,central,2.6399658755361726,3612.267149511182
2022-01-11,rice,north,3.949596075821726,2516.318049648992
2022-01-11,rice,south,4.676423148931255,7022.920017352566
2022-01-11,rice,east,3.8568573980134873,4341.686367868002
2022-01-11,rice,west,4.334792232791044,3417.9682578808993
2022-01-11,rice,central,4.472099534783093,4397.2780749086005
2022-01-11,corn,north,5.178045583438579,6045.358244487979
2022-01-11,corn,south,5.673077966181966,5802.433319581803
2022-01-11,corn,east,3.8572421042037868,4480.675793590657
2022-01-11,corn,west,5.122426295407141,3707.601508604125
2022-01-11,corn,central,5.56290748962506,5845.549068568871
2022-01-11,soybeans,north,2.542875163677476,1464.4053188643345
2022-01-11,soybeans,south,3.379688873508673,3266.9160289133547
2022-01-11,soybeans,east,2.4898926865369235,1814.702778800518
2022-01-11,soybeans,west,2.7775561261857855,2164.6634167758
2022-01-11,soybeans,central,2.943392415799834,4034.884598940735
2022-01-11,potatoes,north,23.743967869179553,31517.577600789788
2022-01-11,potatoes,south,17.77307549361212,21020.9528362882
2022-01-11,potatoes,east,23.166809738113713,15575.189140008926
2022-01-11,potatoes,west,20.774143415575086,18802.20906201721
2022-01-11,potatoes,central,18.7159910796493,25527.288799115344
2022-01-12,wheat,north,3.267380512318732,3406.2934368866268
2022-01-12,wheat,south,3.185230290951488,5401.509902585969
2022-01-12,wheat,east,2.935611205829392,3281.9996828630087
2022-01-12,wheat,west,3.144862328722077,3326.0527382362347
2022-01-12,wheat,central,3.002726847708029,2724.269155869201
2022-01-12,rice,north,4.211353171461329,4380.069545323732
2022-01-12,rice,south,4.439800348170939,4236.719658376567
2022-01-12,rice,east,4.824514261221733,5849.398383975418
2022-01-12,rice,west,3.6486468780588353,4695.8475544800995
2022-01-12,rice,central,5.052296529238358,3860.980982235685
2022-01-12,corn,north,4.607924641017829,2767.6583021276806
2022-01-12,corn,south,5.638708648925383,2532.560513369138
2022-01-12,corn,east,6.062462729126011,6986.366274963981
2022-01-12,corn,west,5.8865000737246325,3938.009791148291
2022-01-12,corn,central,5.369081181860218,1901.367871092699
2022-01-12,soybeans,north,2.85419382846241,3186.9174249398543
2022-01-12,soybeans,south,2.7711557224542274,4843.702686097078
2022-01-12,soybeans,east,2.7430670316141064,2738.071156425028
2022-01-12,soybeans,west,3.162505511031336,3958.025019577011
2022-01-12,soybeans,central,3.0189234830275153,3093.034454663612
2022-01-12,potatoes,north,19.377751258557126,18802.87352808224
2022-01-12,potatoes,south,22.693422543354018,28950.519836784362
2022-01-12,potatoes,east,21.4602284470434,19591.421037848446
2022-01-12,potatoes,west,22.51283090849104,24318.758294370306
2022-01-12,potatoes,central,22.13133156681194,24267.211810783938
2022-01-13,wheat,north,2.8734160949000733,2297.5055361959653
2022-01-13,wheat,south,2.9576396223036023,3837.8707503013156
2022-01-13,wheat,east,3.367291420989915,3190.5492746682357
2022-01-13,wheat,west,3.324391245000403,2570.673467499569
2022-01-13,wheat,central,3.1266041188118514,3629.8402848189494
2022-01-13,rice,north,4.226551161360502,3087.3248937952612
2022-01-13,rice,south,4.711286474861556,4751.117326529292
2022-01-13,rice,east,3.9304060614561664,3919.6536535507335
2022-01-13,rice,west,4.406089177158537,5841.454987199027
2022-01-13,rice,central,4.093070477482058,4675.96247429621
2022-01-13,corn,north,5.619075106912608,5576.886598646638
2022-01-13,corn,south,6.3752635772567015,7939.306287856581
2022-01-13,corn,east,6.218242197200836,8811.636370450819
2022-01-13,corn,west,6.211402845924052,7250.83820323197
2022-01-13,corn,central,6.493995529768105,6514.164489863395
2022-01-13,soybeans,north,2.9304181503810907,1777.1495386991546
2022-01-13,soybeans,south,3.12369792121542,2125.5699206534155
2022-01-13,soybeans,east,2.8335454828249103,2574.0850581436894
2022-01-13,soybeans,west,3.0190712372740154,2467.0230097820245
2022-01-13,soybeans,central,2.886218625621574,2724.3266084815755
2022-01-13,potatoes,north,21.09028817852469,21448.717150936227
2022-01-13,potatoes,south,22.1308313619145,25647.59366800354
2022-01-13,potatoes,east,19.178612376751925,18772.991755522933
2022-01-13,potatoes,west,25.258198903391897,28944.645489368697
2022-01-13,potatoes,central,18.786348529252898,19149.720177605657
2022-01-14,wheat,north,2.7615594504872316,1124.9489408564032
2022-01-14,wheat,south,3.507221493184779,2518.884308431682
2022-01-14,wheat,east,3.3920393672871616,3245.414168883991
2022-01-14,wheat,west,3.3393772289025145,2127.4891054525115
2022-01-14,wheat,central,3.3407054500250655,3941.961003402546
2022-01-14,rice,north,4.185805665973993,6108.033318139589
2022-01-14,rice,south,3.8149044495981506,5209.742452910323
2022-01-14,rice,east,4.222707434768647,3952.31539537604
2022-01-14,rice,west,3.9071439235023213,5654.488393662135
2022-01-14,rice,central,4.599604868088804,4804.748336050769
2022-01-14,corn,north,5.677797637659851,5103.625858509167
2022-01-14,corn,south,5.286843977448914,4313.954724201152
2022-01-14,corn,east,5.577340164441327,5071.247265148463
2022-01-14,corn,west,6.000493446618049,5301.717709882342
2022-01-14,corn,central,5.437691511753207,5715.692765516078
2022-01-14,soybeans,north,2.6924455077044556,2822.1465158840338
2022-01-14,soybeans,south,3.0051462122262618,3007.892333004181
2022-01-14,soybeans,east,3.0055215324236824,3399.4896556768167
2022-01-14,soybeans,west,2.7849370221864898,3779.699489480763
2022-01-14,soybeans,central,2.7954702785335868,3591.8053875790497
2022-01-14,potatoes,north,21.440944538899334,11889.660042661733
2022-01-14,potatoes,south,17.92027506295112,4190.184294992922
2022-01-14,potatoes,east,18.005394206437238,23052.23370147321
2022-01-14,potatoes,west,19.449213393716004,11473.798747074112
2022-01-14,potatoes,central,20.50741915176204,19124.611659533788
2022-01-15,wheat,north,3.2512477230302337,2109.949529531181
2022-01-15,wheat,south,3.6184230664426713,1662.3247922572707
2022-01-15,wheat,east,3.423650236682683,3979.7839359546356
2022-01-15,wheat,west,3.102779968242152,3809.427395494566
2022-01-15,wheat,central,3.1472157636179916,2602.894977300935
2022-01-15,rice,north,3.7827909561009463,842.3795512206971
2022-01-15,rice,south,4.196499190473707,3508.804875006017
2022-01-15,rice,east,4.082922385755934,4562.833989102002
2022-01-15,rice,west,4.339962640050384,2414.436353124977
2022-01-15,rice,central,3.856491366891368,4068.629151190031
2022-01-15,corn,north,6.081117060269496,6053.186764770679
2022-01-15,corn,south,6.666947919297906,7825.579796677637
2022-01-15,corn,east,5.718015594125098,5923.144317528103
2022-01-15,corn,west,6.013113697093948,4257.7614441044725
2022-01-15,corn,central,6.179853179731606,8398.244039532865
2022-01-15,soybeans,north,2.82491874684144,2690.568798009643
2022-01-15,soybeans,south,3.0089482143758803,2984.300830755051
2022-01-15,soybeans,east,2.946703786101818,2121.684517567267
2022-01-15,soybeans,west,2.9717439000213757,2576.5475022315413
2022-01-15,soybeans,central,2.71550123243952,1994.6963743177555
2022-01-15,potatoes,north,21.07293703048699,19979.592601355853
2022-01-15,potatoes,south,22.06827596480835,33400.612498133516
2022-01-15,potatoes,east,24.071922116829736,14164.632877439744
2022-01-15,potatoes,west,23.03793601917504,11885.99874498654
2022-01-15,potatoes,central,25.547706989692642,36823.2155273137
2022-01-16,wheat,north,2.9204494398905694,2737.053675182369
2022-01-16,wheat,south,3.4391051683251592,2748.801714271923
2022-01-16,wheat,east,3.221169177486722,4226.081855455983
2022-01-16,wheat,west,3.855847860750605,3155.2994457510913
2022-01-16,wheat,central,2.9074960101685283,4500.230797168537
2022-01-16,rice,north,3.8634082527517237,4649.1395745775335
2022-01-16,rice,south,3.9647686902901196,3384.431927894686
2022-01-16,rice,east,3.321799374865133,5471.642897130163
2022-01-16,rice,west,3.995825847994132,3269.7264442383776
2022-01-16,rice,central,3.8973972758089968,4765.069420186857
2022-01-16,corn,north,5.886369645727641,6414.893673876522
2022-01-16,corn,south,5.997343525769803,8339.440434030737
2022-01-16,corn,east,6.887174330968015,10113.494280452911
2022-01-16,corn,west,6.350319391039896,6411.290361561717
2022-01-16,corn,central,5.464598660593644,4229.460775045323
2022-01-16,soybeans,north,2.6870579131131542,3057.8494490620046
2022-01-16,soybeans,south,3.0975256964070828,2467.75346460993
2022-01-16,soybeans,east,2.562524571585505,4110.330859756667
2022-01-16,soybeans,west,3.4929975111457585,3636.0727826423977
2022-01-16,soybeans,central,3.3005022703016365,2938.7788874529174
2022-01-16,potatoes,north,20.098442867564508,21211.978840421565
2022-01-16,potatoes,south,17.475203207898822,10412.811511028565
2022-01-16,potatoes,east,23.942856033032985,16963.891519912697
2022-01-16,potatoes,west,20.846292921519527,28353.54690714217
2022-01-16,potatoes,central,23.69811895151133,19027.97132302191
2022-01-17,wheat,north,2.6671632998863877,1829.4785345092089
2022-01-17,wheat,south,2.982902402952459,3463.137238471867
2022-01-17,wheat,east,3.1747533325589403,4304.048797492539
2022-01-17,wheat,west,3.187996822417034,3875.603083376966
2022-01-17,wheat,central,3.030279659354519,3935.770571967871
2022-01-17,rice,north,4.494300420347737,3473.921074945288
2022-01-17,rice,south,3.779098595442543,2167.1497873417447
2022-01-17,rice,east,4.170548233877471,6048.963557064602
2022-01-17,rice,west,4.28168045310934,3867.196865534487
2022-01-17,rice,central,4.448434005241389,4113.6897692306175
2022-01-17,corn,north,6.231300582161122,8714.213660959229
2022-01-17,corn,south,5.163089182112776,6024.6487254036865
2022-01-17,corn,east,4.92488573355213,5598.444288999803
2022-01-17,corn,west,6.560597533194658,10821.710246190269
2022-01-17,corn,central,6.0106487257696255,4850.260116336446
2022-01-17,soybeans,north,2.73988212002283,3502.5338931736724
2022-01-17,soybeans,south,3.4209316009167603,3479.4430011049953
2022-01-17,soybeans,east,2.9958077856108507,3237.2030376629027
2022-01-17,soybeans,west,3.3108049391128995,4828.943183746319
2022-01-17,soybeans,central,2.981546099371741,3435.7868148577886
2022-01-17,potatoes,north,25.51322141125586,29633.32152613711
2022-01-17,potatoes,south,24.86716541511393,32868.2306248558
2022-01-17,potatoes,east,20.62727272126297,18368.878876467843
2022-01-17,potatoes,west,23.20918409409012,17365.97259524678
2022-01-17,potatoes,central,22.519153480316312,15460.68790097474
2022-01-18,wheat,north,3.618581690691039,1483.955105185336
2022-01-18,wheat,south,2.8758221580217618,4649.807965751175
2022-01-18,wheat,east,3.4013196718749032,2275.610376923066
2022-01-18,wheat,west,3.5198442462928328,3286.2107581078867
2022-01-18,wheat,central,2.6231542689837486,2405.3170721892184
2022-01-18,rice,north,3.7417695238773594,4086.8430278667206
2022-01-18,rice,south,3.3784996947809014,4205.290071856532
2022-01-18,rice,east,4.12960241699604,5195.626436183466
2022-01-18,rice,west,4.5484573911138115,3752.826525598632
2022-01-18,rice,central,4.881527844739134,4636.7850549464665
2022-01-18,corn,north,5.878650714183281,6377.007362508856
2022-01-18,corn,south,6.785777836317615,6279.50901667406
2022-01-18,corn,east,5.030067100156957,7455.583930313256
2022-01-18,corn,west,4.841419284935302,5554.523964719785
2022-01-18,corn,central,5.802998968767594,7082.347479152784
2022-01-18,soybeans,north,3.084852355104698,3698.319607945735
2022-01-18,soybeans,south,2.9610430742739697,4003.4550658385137
2022-01-18,soybeans,east,2.3565693070815494,2484.5462618299143
2022-01-18,soybeans,west,2.9442804976149204,1798.8093936998105
2022-01-18,soybeans,central,2.583229841159403,2892.9755943951936
2022-01-18,potatoes,north,22.640708945768417,18216.55439012024
2022-01-18,potatoes,south,21.99759482528153,18509.10615037675
2022-01-18,potatoes,east,19.225289607779796,22607.195030624283
2022-01-18,potatoes,west,20.129275492053907,27606.9978166642
2022-01-18,potatoes,central,18.972067181140503,19093.136916006108
2022-01-19,wheat,north,3.1727498542908994,3466.7048230079736
2022-01-19,wheat,south,3.4977159881763202,5283.875316325322
2022-01-19,wheat,east,2.8780429507091014,3085.912348035464
2022-01-19,wheat,west,3.35369184288183,5971.264874218887
2022-01-19,wheat,central,3.023463170363828,3536.40244617957
2022-01-19,rice,north,3.919488517522075,1849.1016925445606
2022-01-19,rice,south,4.211452736769396,5163.251526346289
2022-01-19,rice,east,3.816311444330679,4252.697176229902
2022-01-19,rice,west,4.021326349213011,5577.281369401909
2022-01-19,rice,central,3.74707722629429,4503.815979447193
2022-01-19,corn,north,7.003428174630374,6712.528212876934
2022-01-19,corn,south,5.874037783481375,3716.565554017372
2022-01-19,corn,east,5.443819534970347,5102.454067587308
2022-01-19,corn,west,5.978647556653782,4453.1589460210325
2022-01-19,corn,central,5.7876465651341436,4779.687200061506
2022-01-19,soybeans,north,2.914064036283187,3428.610584539699
2022-01-19,soybeans,south,3.1629272217248405,4747.463146073038
2022-01-19,soybeans,east,3.2056415671222,3585.1942055302766
2022-01-19,soybeans,west,2.8218263894604427,1809.45407451255
2022-01-19,soybeans,central,2.808322299010594,3182.898575219263
2022-01-19,potatoes,north,20.699628946189446,28130.577273857052
2022-01-19,potatoes,south,16.38542134376345,13387.956399114388
