date,region,temperature,rainfall,humidity
2022-01-02,west,20.89264618648779,54.393160383873,64.13473727880002
2022-01-02,central,20.205777300344423,35.94615557775423,58.421985996791825
2022-01-02,north,17.691346461611463,24.53693014069787,54.37988184533072
2022-01-02,south,19.803142641904923,60.29541794818317,71.82442974432
2022-01-02,east,21.5907269631444,43.90662199404113,81.40098677400354
2022-01-02,west,20.098673264853836,62.52650822283436,62.03898928029182
2022-01-02,central,22.14886763848823,37.61436079498695,70.08206287317064
2022-01-03,north,21.283506719966116,79.86680282655115,64.46609684241983
2022-01-03,south,18.759924036061726,71.56988686811289,68.58744240912097
2022-01-03,east,17.87785275656829,57.48513218761522,49.38692556336392
2022-01-03,west,20.201839672372202,47.28282174897868,56.15103054304384
2022-01-03,central,19.467739776023365,68.59676757266155,64.98708774492091
2022-01-03,north,21.188840291475913,59.39954632144573,73.15730278528487
2022-01-03,south,19.07992135470708,56.320273775309715,52.85105112808833
2022-01-03,east,19.285412020722784,72.40589820788979,40.69940223406381
2022-01-03,west,22.622336107422363,80.07931310483042,56.049749080052585
2022-01-03,central,20.812602609488334,26.500366326986725,71.13370048794758
2022-01-03,north,19.110742541377952,30.54090786970149,45.19343743358658
2022-01-03,south,20.551480289702578,35.94337550712166,49.26319442314924
2022-01-03,east,23.274019158235905,21.50009806382658,62.5915792049762
2022-01-03,west,21.103770048781985,50.293619505314595,59.87268081685044
2022-01-03,central,21.702098291082798,63.55091912158774,66.97705815999736
2022-01-03,north,19.011727599177654,51.120224117650885,48.745125740009286
2022-01-03,south,22.56903542650174,40.8661571844397,57.782607402778396
2022-01-03,east,25.15240119316014,74.07774515928078,72.98424736849606
2022-01-03,west,18.93326138720683,54.35971808083261,49.10343140809724
2022-01-03,central,18.15240872348856,58.40824936402398,75.80151630756777
2022-01-03,north,20.867281159902834,74.63328611469282,50.35822348557819
2022-01-03,south,22.26720677192136,49.08375123967494,69.52620911824118
2022-01-03,east,20.333417328132015,92.75287146919123,57.302808242333825
2022-01-03,west,18.409783880147213,42.592289939262294,49.58331076807531
2022-01-03,central,20.299028348671758,91.50755410695561,56.06340287293909
2022-01-04,north,21.88420881357811,32.569369165821186,66.82534041783634
2022-01-04,south,19.87396061413108,62.41377086167843,61.307508587031485
2022-01-04,east,21.90253430353304,39.21342942794485,72.56074265047984
2022-01-04,west,23.01744583850302,74.45539514369145,75.73344914539521
2022-01-04,central,21.168485519564094,42.49942064690103,49.545741882867894
2022-01-04,north,20.632128725466615,57.88149661695132,48.81335708694295
2022-01-04,south,22.34671211847576,39.0532328832382,48.32811079983798
2022-01-04,east,18.975822613148736,70.80857627740188,52.384087575566205
2022-01-04,west,18.778604600637355,38.94904759128681,72.41819374424384
2022-01-04,central,20.154879698165228,85.73236969892297,66.97966804271375
2022-01-04,north,19.704265358394263,32.14413066484179,55.92577280682208
2022-01-04,south,19.081340317442248,25.151514437506663,61.265022629818056
2022-01-04,east,24.348961218020747,71.09511436565131,75.41910358770578
2022-01-04,west,25.03201068701178,40.23119999879916,80.45615704583759
2022-01-04,central,19.980614183512035,51.91932653507888,63.96989187047442
2022-01-04,north,20.87146216751993,45.61924972735518,34.78323669557241
2022-01-04,south,20.312338627895617,25.811907461015792,64.34891948364613
2022-01-04,east,22.90302274825951,50.52419952130283,70.72352983145987
2022-01-04,west,23.299315391703292,77.36239070351564,63.622371694607146
2022-01-04,central,17.133496670643904,72.12681287018091,68.64119772339423
2022-01-04,north,21.64004586815445,56.69992805658809,64.94670228065024
2022-01-04,south,18.074381585700902,74.30943866477173,49.029594361227744
2022-01-04,east,24.204568583773757,30.873701110186065,52.51366420241177
2022-01-04,west,21.568520328443995,45.55498622596947,58.164526664744834
2022-01-04,central,19.041325191297926,59.98017161867376,72.03019631842992
2022-01-05,north,20.37700521149876,49.970647425781166,54.06045529154272
2022-01-05,south,20.28169347084215,47.64247735259225,66.2783223064254
2022-01-05,east,21.909873873146097,28.56606931570149,64.7562219139609
2022-01-05,west,22.94347319572942,10.95211618926917,77.58126862554023
2022-01-05,central,18.563233403431045,68.93627246111612,61.30249819345479
2022-01-05,north,24.537156989198692,57.443375427167915,44.17171179198635
2022-01-05,south,24.07102820301615,70.61891152632526,68.1880006237167
2022-01-05,east,19.109000852192374,43.83422511895591,83.09984809108897
2022-01-05,west,21.005251576099084,38.323386265571514,68.84312942341349
2022-01-05,central,24.2812650756031,52.70990329485608,53.84268005664486
2022-01-05,north,23.325485160729432,69.66293693437973,50.89983718295929
2022-01-05,south,20.186161927278675,47.94989966237031,52.189607639674875
2022-01-05,east,22.48832761651021,68.61464764869311,81.75241477856939
2022-01-05,west,26.854044570812743,32.45278385026166,58.44602156953457
2022-01-05,central,21.06996795107689,49.350001298726056,55.09286203646865
2022-01-05,north,19.594351484494428,51.17666108056277,60.134929533476594
2022-01-05,south,21.204487691557265,77.1067428405618,58.550225488691915
2022-01-05,east,21.3527521783691,56.73149192244156,77.39579957262397
2022-01-05,west,19.81057450937427,87.5004943280073,51.5745210645859
2022-01-05,central,21.7428981230029,25.625247963173745,73.5257282913534
2022-01-05,north,18.350845867919464,55.17732205034899,62.94021693925978
2022-01-05,south,19.528580253357106,56.16690474573231,73.78956110902578
2022-01-05,east,22.37613753968406,64.98080791386074,77.54548641208945
2022-01-05,west,17.349906284289965,36.31174523314557,62.56727231387988
2022-01-05,central,22.66598317136402,86.26787075034011,58.56865987875727
2022-01-06,north,17.007054243062942,53.352329752858225,62.72382226759973
2022-01-06,south,17.568367816721718,31.35170066472468,61.11432722889738
2022-01-06,east,20.033059488362575,52.77255111515067,45.49236939156141
2022-01-06,west,21.60474466011305,46.829820465820774,77.58683768679943
2022-01-06,central,23.681544180729126,108.75775376836961,64.5198841227606
2022-01-06,north,21.14626250079354,74.09192291392331,50.431042098438155
2022-01-06,south,20.537909759322368,54.08627803758739,41.38680074696461
2022-01-06,east,22.190179470443955,50.85471721943895,38.786041619645204
2022-01-06,west,19.28921933353848,72.11418817305234,69.76683831582373
2022-01-06,central,21.30984729316716,73.07029412998733,55.87225826487774
2022-01-06,north,18.632124458563627,0.0,57.513027267897364
2022-01-06,south,21.196198008225174,65.95291401808971,66.94357659433693
2022-01-06,east,20.77134432277554,53.65238180299558,56.90155238793091
2022-01-06,west,19.422481131575513,26.87017448768352,67.52727810948383
2022-01-06,central,21.361098247549826,70.69733371590658,63.01467459271585
2022-01-06,north,21.348116280793633,98.01681119458834,61.220738117456335
2022-01-06,south,23.381924999152616,64.22896985997866,46.33452989203381
2022-01-06,east,17.819750168348772,75.10161976856033,53.8647203845601
2022-01-06,west,20.87891915908026,89.17543276271113,68.08738760481735
2022-01-06,central,19.510492175067387,36.48780790902201,55.24181580030818
2022-01-06,north,22.77054109082693,15.9416220200847,74.1157295067936
2022-01-06,south,22.538841104858612,66.23037218961308,85.52604718888267
2022-01-06,east,22.04677666461159,48.14082019459402,68.62588695736193
2022-01-06,west,19.623350458335423,25.609581875992184,76.99035286260028
2022-01-06,central,22.80195814035454,51.529652200707176,69.26930633190938
2022-01-07,north,18.141818591506862,68.15718882279299,57.06154067126518
2022-01-07,south,17.731459041807984,50.62680805169338,64.4056775460613
2022-01-07,east,18.65033844918968,37.86968873227983,82.53737035896148
2022-01-07,west,21.135130828339715,49.13610014105038,57.16862347171254
2022-01-07,central,22.552409250970115,53.216712040953674,52.01088790920632
2022-01-07,north,15.250015500974477,15.01659609445894,51.06221666683436
2022-01-07,south,23.8475661127531,50.750742283566716,60.22886705965156
2022-01-07,east,21.464304841350394,26.719431904082747,52.369440011556435
2022-01-07,west,18.066535753813977,66.78676038740251,79.14435517235943
2022-01-07,central,21.40397438957269,22.38538983524502,64.56772624389993
2022-01-07,north,23.387131278350367,73.8600854379993,72.12142399559208
2022-01-07,south,22.400962479606044,45.422939962701754,59.41750699219007
2022-01-07,east,23.40022657410146,42.74672721154034,51.00218892042587
2022-01-07,west,18.469587190199306,59.495333293020025,49.310221443654285
2022-01-07,central,20.37406997871672,36.28555244251274,53.324243476205844
2022-01-07,north,19.35269598794646,59.18115642958186,65.87941583825416
2022-01-07,south,24.637240859082162,38.96406585321317,67.60299021566654
2022-01-07,east,22.480806135966787,42.47155110048519,68.4361216285739
2022-01-07,west,26.896099626908807,61.71332473356329,47.51743406016848
2022-01-07,central,20.26686138215907,30.834626672292927,62.40006903900435
2022-01-07,north,19.75273202562892,28.319495311733444,52.14354258906313
2022-01-07,south,20.916427171803225,58.570751495187416,66.41882057383233
2022-01-07,east,23.958794891838625,53.06824429719289,67.19493145296157
2022-01-07,west,20.469841070242833,56.98009624316842,50.68243042772267
2022-01-07,central,21.450955644807415,60.159026081408996,72.08445696995054
2022-01-08,north,21.56616912690629,55.26587423953757,86.13380485754774
2022-01-08,south,21.451781243537027,66.28021564273932,71.09393281811192
2022-01-08,east,20.067990800207692,56.067088902971115,61.11723504675425
2022-01-08,west,21.098205585311916,13.972285169891883,59.58011841016788
2022-01-08,central,21.012582518429934,19.160671270160833,60.65493562554021
2022-01-08,north,21.35765840178335,92.6773467682396,55.13823697449519
2022-01-08,south,23.259821357438067,54.1198005045752,65.2695575087858
2022-01-08,east,24.894043790381634,73.12319619773987,51.36094953072225
2022-01-08,west,19.691918195793235,47.20428505085643,43.848597576286295
2022-01-08,central,20.58880047155722,52.958061275519334,64.94159226040078
2022-01-08,north,19.722763924320276,45.05107007798107,62.95790610002351
2022-01-08,south,21.746990795577194,103.43690979262524,57.03387527789336
2022-01-08,east,20.296088806110696,59.18321161068079,49.918609216161634
2022-01-08,west,21.852381388616628,43.421205053273994,65.64301571140565
2022-01-08,central,23.580041542022222,21.08756889479413,52.84382505656079
2022-01-08,north,16.321124349523433,93.593032018115,61.356131933611955
2022-01-08,south,22.35634750033403,50.85279545883188,80.39529398352974
2022-01-08,east,20.45241362333689,69.00294555462989,69.25747313801914
2022-01-08,west,22.29363225710143,71.23830896952886,49.05424881844833
2022-01-08,central,19.57984884563225,44.86175269479053,49.997059732142276
2022-01-08,north,23.7653096977464,67.56741867112106,64.26376636970289
2022-01-08,south,23.199348957213218,42.03559742836559,48.99236862167509
2022-01-08,east,22.509492018217934,34.30983592260963,42.728320629922436
2022-01-08,west,22.959239156752847,77.4076570136422,68.06929555523253
2022-01-08,central,19.881546786788302,50.954575566953956,65.95493298547397
2022-01-09,north,20.30384069726423,64.99952129198154,67.59215972607694
2022-01-09,south,23.04796060827777,62.847684497563854,65.71652823146466
2022-01-09,east,20.007629921105586,67.38790382103421,62.43306929656167
2022-01-09,west,24.434358299958983,23.498525935895938,56.46429093651901
2022-01-09,central,20.895906064080748,42.923453993601036,68.24752607416505
2022-01-09,north,22.546876986364055,48.13976146999994,78.38501129733713
2022-01-09,south,25.741587245152992,37.999691161898625,58.07388633885108
2022-01-09,east,20.13064149850666,63.20940158025619,52.87877431120263
2022-01-09,west,21.680611708332375,78.36712617184638,51.73498221917323
2022-01-09,central,23.651454535917424,81.53295772685439,54.418874079948445
2022-01-09,north,23.445642984395874,47.845169315730764,65.11216165804636
2022-01-09,south,20.887457586164093,60.46858186908658,41.68990077775002
2022-01-09,east,20.509627331599102,63.54213470973042,67.47788065760888
2022-01-09,west,21.076816341552707,67.05438650399903,69.52530651624718
2022-01-09,central,24.438803738945538,37.06656315847556,45.105392813856824
2022-01-09,north,20.98487649392292,91.04086998522776,53.29437205050963
2022-01-09,south,21.69931959160974,73.15966830685733,63.88298621173976
2022-01-09,east,20.68951526479596,73.68225149377726,61.651479110241645
2022-01-09,west,22.954185336234783,78.69846575793638,68.28255109597153
2022-01-09,central,21.854138281810123,65.31198346524812,61.67480819812196
2022-01-09,north,19.53622058512635,34.08299615890898,75.73387168103527
2022-01-09,south,19.60543997857282,51.8498099888263,59.8744824228488
2022-01-09,east,17.5458770735318,21.608196718690124,53.25584654608808
2022-01-09,west,19.88044538839158,62.93071481391012,52.45175775066806
2022-01-09,central,23.130979813907153,51.2449914566175,70.44086150610251
2022-01-10,north,24.36045251783931,54.328346654905694,63.72207430319871
2022-01-10,south,23.084048168249144,79.21881692715735,69.7630218908815
2022-01-10,east,22.822195843096136,45.998913554315145,69.5570878759214
2022-01-10,west,21.459879342757475,50.096331150002804,43.22736435599114
2022-01-10,central,23.26276055164275,55.57826024470866,52.02503687339511
2022-01-10,north,22.285487887978544,18.338949337171677,53.219612478591344
2022-01-10,south,25.321829385789023,49.81752121020426,55.265220998711925
2022-01-10,east,21.516040813461277,5.422896079720665,59.22230961786429
2022-01-10,west,24.398947609287035,43.42836308752955,73.4173588298014
2022-01-10,central,23.461159605450494,72.24257539330088,75.41068640746855
2022-01-10,north,23.183818014223093,64.08412549046571,60.49695458159958
2022-01-10,south,17.689948790891133,43.242388116362804,60.913054270382105
2022-01-10,east,23.571310564910195,55.954758689920574,56.371525643056685
2022-01-10,west,21.457915483996466,33.63900298283622,64.317739856015
2022-01-10,central,20.82507845294499,55.091926262453924,65.45107171096892
2022-01-10,north,18.74710535945895,113.74520003529453,71.4906184336522
2022-01-10,south,21.70175717387841,92.05482073288296,71.41025014345507
2022-01-10,east,21.78003463545126,56.19123692578955,40.404682372939035
2022-01-10,west,19.106927598185166,58.34167762375182,61.90041340725837
2022-01-10,central,18.76637109602739,35.54748803275331,77.2668631925306
2022-01-10,north,22.686170402070996,39.103012166423326,59.04471361058038
2022-01-10,south,23.45634170393753,62.38248076753821,74.81828106726243
2022-01-10,east,22.093497261659618,44.64094301271463,60.36134488351766
2022-01-10,west,24.0146007411835,73.22178622247597,65.17509755804919
2022-01-10,central,21.540161473111777,86.53250794499948,52.05695595963806
2022-01-11,north,21.773564549632038,62.2992169909181,52.77204862119974
2022-01-11,south,20.04821104095086,57.68154541209586,71.01944991949503
2022-01-11,east,18.761783143325008,22.03120879708429,72.58271699887153
2022-01-11,west,25.59159136615161,70.59900620073833,64.02882325886982
2022-01-11,central,24.144865198931935,32.77337526451616,51.489291770480975
2022-01-11,north,19.097241964155486,47.28661872262893,64.20257976293703
2022-01-11,south,22.193770914095005,74.83831914300002,76.33688380360766
2022-01-11,east,21.68217447622511,76.24196458147796,81.19319889738249
2022-01-11,west,21.334282152106358,46.316650748294975,60.59745487360574
2022-01-11,central,21.064231402802566,47.468490596897595,47.16585569428699
2022-01-11,north,22.6448053923684,41.660423830163886,72.16817019241267
2022-01-11,south,23.518618149375392,31.689726388779107,61.00490323231488
2022-01-11,east,22.687049436488856,42.95089165321249,73.19494061247528
2022-01-11,west,21.641230349674057,23.384200917003547,66.57525644704108
2022-01-11,central,21.567813664650203,69.30805292546262,54.93009313924639
2022-01-11,north,23.755895732277775,63.537273398534836,64.3469778034587
2022-01-11,south,22.809156974664567,66.85738699270757,76.84791786740817
2022-01-11,east,22.02764602450331,36.55872028379447,62.27299430719245
2022-01-11,west,21.81046450323223,31.745390024996198,53.41648256241111
2022-01-11,central,22.572808117657022,56.717086781568526,47.87809251089832
2022-01-11,north,20.945569721313543,56.92885259430183,56.04288732821837
2022-01-11,south,23.525344733048865,52.70140474503842,59.66317157915507
2022-01-11,east,19.73054997475671,49.85713591154033,71.96452555603747
2022-01-11,west,21.059354078899478,89.86231684918505,52.55604151874867
2022-01-11,central,23.10447928932449,64.1673015311569,79.30205305416125
2022-01-12,north,19.785279371977644,95.5667028253884,50.73056788896047
2022-01-12,south,18.90502791338719,81.53243550469124,87.41695092294076
2022-01-12,east,22.17720034954467,90.21855351640548,81.3572755649171
2022-01-12,west,18.658128689793248,34.663879668938534,65.5137524912523
2022-01-12,central,19.453437890582467,68.01655481601918,47.62515464967647
2022-01-12,north,23.564233235699056,47.51782521619111,63.54784937754817
2022-01-12,south,21.64147448347472,22.885400768867918,60.23368041750733
2022-01-12,east,24.622018898104162,86.0731983871691,51.35921776686315
2022-01-12,west,19.64141631681128,50.27928448194599,67.01218626984681
2022-01-12,central,21.86314026742162,35.051102390724886,55.86565869881595
2022-01-12,north,22.85021410510171,47.86185773108471,56.95303152687657
2022-01-12,south,19.710015138428375,40.22865254058219,62.06530365164883
2022-01-12,east,24.11456880768544,42.27917564372523,58.353001710315354
2022-01-12,west,23.072402765018268,51.721067192405584,84.88365616847268
2022-01-12,central,18.832470825311322,90.76943885695343,58.744943667376894
2022-01-12,north,21.97556140626899,42.82679066516606,68.51090011131714
2022-01-12,south,22.822958471203457,89.33854828044238,65.557314919476
2022-01-12,east,20.870931651630077,73.12987091564901,67.6295922499611
2022-01-12,west,19.091315187668563,64.0785662677803,68.3929740334817
2022-01-12,central,22.607962577581013,71.11553564109607,72.91570486343362
2022-01-12,north,26.473530899251315,56.426248272807726,66.76655075355882
2022-01-12,south,21.27707680037081,81.87413707332709,66.35104794623558
2022-01-12,east,25.189527361255607,67.4927402614006,64.68686068205378
2022-01-12,west,20.546467355163255,22.859815295548316,62.71791147397264
2022-01-12,central,22.482136268706093,62.07817363385788,54.984111180765616
2022-01-13,north,23.762260191793892,72.33710824997726,63.829746485881294
2022-01-13,south,22.202387798098925,50.87762101810062,66.85110401273865
2022-01-13,east,21.623743832279192,59.18276284440361,68.46007582581126
2022-01-13,west,23.671470172742403,44.400485496636826,66.24127798998568
2022-01-13,central,26.002125360580095,29.10513226885375,62.10888012559797
2022-01-13,north,22.820388979319915,25.650107971500162,63.86763122812433
2022-01-13,south,21.18709477698096,25.916285648747692,58.901965414575386
2022-01-13,east,21.839712015522288,70.0385402395356,67.57067017014894
2022-01-13,west,27.258630421332402,6.852011222598385,62.22714798094209
2022-01-13,central,22.48902936271791,43.328046850855344,66.24403964205801
2022-01-13,north,21.030387732885707,41.344579685217404,74.44646069390883
2022-01-13,south,19.929079297076573,51.01445467037567,57.34484116365911
2022-01-13,east,18.567412941816443,19.529014391400906,70.40538406918814
2022-01-13,west,22.946383677734033,64.73540728493734,64.77053205893704
2022-01-13,central,23.52849911569066,31.194417506926982,84.65036625589086
2022-01-13,north,21.42582277011124,79.30575620431034,62.27542697544821
2022-01-13,south,22.189274293979746,44.222331638348315,71.39007609159397
2022-01-13,east,19.878291711464406,54.745384921886554,64.59196477764308
2022-01-13,west,22.485072059696655,56.733122521229085,50.55538517694837
2022-01-13,central,23.1822057711759,61.5424664473364,59.23153930489187
2022-01-13,north,21.14888659570638,57.39793294004781,73.24314131436725
2022-01-13,south,25.600120469213334,48.11543441547232,60.111485654000575
2022-01-13,east,20.54500247654783,63.51861600400583,42.23586711168717
2022-01-13,west,22.78616833807962,65.98058800002404,64.12440009083826
2022-01-13,central,23.915849569450867,41.35495204793256,53.515067280573206
2022-01-14,north,22.232148659760735,65.68753935964965,66.09163264608618
2022-01-14,south,22.009774022270516,80.99458902821243,80.28492613409918
2022-01-14,east,19.528995359160174,71.27806690226956,72.46802842814803
2022-01-14,west,25.101410651492067,75.80768781312224,80.14001360751877
2022-01-14,central,22.046941256724306,60.59859995832741,59.158335105674084
2022-01-14,north,23.461458509929148,38.437174058680924,63.34179198376368
2022-01-14,south,23.732168635779782,40.9672937861056,54.3290933520412
2022-01-14,east,21.13013067602399,63.55794233726674,57.93302086971805
2022-01-14,west,21.99167045147707,76.01545748322471,55.5046069972572
2022-01-14,central,25.055692361546505,112.87842126005961,51.70622562799942
2022-01-14,north,20.15233232857861,76.79662186895058,78.43202157343241
2022-01-14,south,26.642563809574014,33.751467830228464,43.85385236985478
2022-01-14,east,20.896982089506952,41.814731532978854,78.47484436816457
2022-01-14,west,20.027692746778477,102.73052929929847,77.23404456932131
2022-01-14,central,22.65134570143657,52.87240434064294,69.77138207490898
2022-01-14,north,26.803424188739243,58.110475675404274,53.628382639178305
2022-01-14,south,18.564795788875088,37.95184457199393,48.95170420568692
2022-01-14,east,22.104696223080115,88.46225109166338,59.289418507483354
2022-01-14,west,23.33925769457261,67.16684712659101,71.02465988351824
2022-01-14,central,22.45402757713056,41.668156022472274,64.80409169452574
2022-01-14,north,23.15057100006552,37.28367720303308,54.33846036917142
2022-01-14,south,20.95066149571495,63.30426189813595,76.2555031666839
2022-01-14,east,21.187283968196738,58.04430647778756,81.61728860193438
2022-01-14,west,22.0898823657411,73.80238732460106,62.50746367997302
2022-01-14,central,20.126951484253997,68.0995524427225,65.86682435609245
2022-01-15,north,22.46416014828149,52.37099187811316,50.01857906602878
2022-01-15,south,21.776042363818867,46.78456694425828,60.963198741233384
2022-01-15,east,21.613442580852134,54.46175588750893,70.21146568233368
2022-01-15,west,23.194545776359146,46.646981920350356,68.65563130490152
2022-01-15,central,18.91221396476326,55.05668819739037,60.03038741022667
2022-01-15,north,22.095352744395562,57.98941742587324,62.364630817559274
2022-01-15,south,27.188240482391592,39.70198098588447,60.63495853687822
2022-01-15,east,20.38131357851062,70.27419609544322,62.322418765139886
2022-01-15,west,25.124533944130697,50.2520445640922,69.339413927505
2022-01-15,central,22.662845192987266,40.82291184777874,45.43169504863251
2022-01-15,north,21.347617333399032,50.62845028784825,64.36357075424452
2022-01-15,south,19.912249632102256,62.50576198589133,68.60682125858062
2022-01-15,east,22.832896881732335,59.32136284975168,59.402219045912965
2022-01-15,west,25.460327162791224,66.10296115157485,60.31373546267493
2022-01-15,central,21.77511066076834,75.62752135499619,60.603121494169244
2022-01-15,north,22.391610101688322,83.75940293364627,60.31656616695214
2022-01-15,south,24.574274651542535,63.37032210724667,65.16590368082747
2022-01-15,east,23.235274533854433,36.27255110877567,66.39709348246157
2022-01-15,west,19.408981391712715,52.27838280287959,44.101922739985746
2022-01-15,central,22.751307382872238,37.574231165825445,71.63586961704662
2022-01-15,north,25.578002772493065,91.59768032773124,62.207077058854146
2022-01-15,south,22.479650578226874,97.40861650402888,84.43669765700908
2022-01-15,east,17.070554092207118,70.66682280341246,53.190580513336656
2022-01-15,west,23.329962934344017,74.82977570626622,56.43392081478042
2022-01-15,central,22.1566200720738,62.679462718218794,63.07797611649113
2022-01-16,north,19.061392747498623,65.47986303523899,69.57141764754246
2022-01-16,south,19.36116539523349,26.209660359440715,45.93148987696709
2022-01-16,east,24.669795861918672,56.68009742088496,57.14816262952104
2022-01-16,west,21.254816084150896,40.53568347909797,71.35236475642054
2022-01-16,central,20.904588813869072,63.78587547679057,55.95792368635668
2022-01-16,north,22.648304453477717,56.96654781825248,79.13942691444439
2022-01-16,south,21.43117557870118,97.09518397294545,60.90032716219138
2022-01-16,east,22.919678830896547,76.49129850047999,56.44543113726314
2022-01-16,west,22.314141516467714,63.848984376456066,71.5416057285773
2022-01-16,central,20.31959041515377,52.81995098323065,81.51533701892657
2022-01-16,north,21.697185978218286,91.67917390122176,69.60312573812107
2022-01-16,south,23.605088217959267,57.55965180349257,78.04345714291469
2022-01-16,east,22.803417655818308,64.79222395872873,82.20551655705174
2022-01-16,west,22.555696610557394,59.003736814559865,56.22057635140632
2022-01-16,central,26.594350057699824,50.07566661187671,74.82307649127797
2022-01-16,north,24.181656626112126,58.88886917373357,50.20445805764663
2022-01-16,south,24.42446410498374,18.919407712456845,69.68818846854596
2022-01-16,east,22.387644759751208,27.204616701199416,64.72598424553391
2022-01-16,west,23.159871956043606,65.15135555941572,77.86866518110273
2022-01-16,central,21.85738159628967,89.52273853657289,77.16167828053051
2022-01-16,north,24.274681106389313,65.12316680890655,71.13699665602613
2022-01-16,south,22.49878176714297,43.75136762809009,68.4234421455103
2022-01-16,east,23.16433707320217,29.30166964467646,70.52284991790161
2022-01-16,west,23.040804179651392,73.84928993553594,66.05687186444756
2022-01-16,central,22.683247812530148,46.81484170572115,64.82720573960307
2022-01-17,north,28.761200463117632,71.51918135746946,80.1954303801366
2022-01-17,south,21.551585773816644,66.45177614773262,81.39854685439394
2022-01-17,east,21.533401268488706,68.22048083151205,64.35305668059011
2022-01-17,west,24.273017822429605,59.326507133489386,68.14601268771963
2022-01-17,central,21.69448633065573,66.3273606858111,66.58620090533992
2022-01-17,north,22.302011606108305,56.265384961291566,49.652664238240234
2022-01-17,south,20.712002422094855,45.9483422990542,62.405292881492116
2022-01-17,east,23.867940167611263,39.384491776097235,81.7666906680932
2022-01-17,west,23.893338817774392,10.954297026998695,58.271889907294074
2022-01-17,central,22.254440208959203,55.03228173832808,86.9150832806252
2022-01-17,north,24.314457705766234,89.04203664545733,77.490911753506
2022-01-17,south,19.168574301338907,73.25607483717022,69.78463016307427
2022-01-17,east,21.4711175257774,63.20865535593744,71.37808151737639
2022-01-17,west,22.54486595638423,43.97437310063525,56.597581694261926
2022-01-17,central,20.540259335000183,78.60125750159982,63.11736113536516
2022-01-17,north,19.387398253968644,56.268286750357774,80.18363976082978
2022-01-17,south,22.269032398729195,90.15315926219944,59.624355265876844
2022-01-17,east,24.272864502927575,39.03272772052465,76.38096622710017
2022-01-17,west,25.449041111659113,43.655082426965144,51.9992467632416
2022-01-17,central,21.790248562395345,41.7090741020257,53.78806453286207
2022-01-17,north,24.351256004049276,29.01210557773801,84.78349531347534
2022-01-17,south,24.157908404957425,39.913579282583015,65.65127719520893
2022-01-17,east,25.322040677475083,60.718798181736624,60.38464978766877
